"","","","2020-2022 [20202022]","2020-2022 [20202022]","2020-2022 [20202022]","2020-2022 [20202022]","2021 [2021]","2021 [2021]","2021 [2021]","2021 [2021]","2021-2023 [20212023]","2021-2023 [20212023]","2021-2023 [20212023]","2021-2023 [20212023]","2022 [2022]","2022 [2022]","2022 [2022]","2022 [2022]","2022-2024 [20222024]","2022-2024 [20222024]","2022-2024 [20222024]","2022-2024 [20222024]","2023 [2023]","2023 [2023]","2023 [2023]","2023 [2023]","2024 [2024]","2024 [2024]","2024 [2024]","2024 [2024]"
"Bermuda [060]","Value [6132]","Political stability and absence of violence/terrorism (index)","","","","","","1","Figure from external organization","","","","","","","1.02","Figure from external organization","","","","","","","","","","","","",""
"Bermuda [060]","Value [6132]","Prevalence of severe food insecurity in the female adult population (percent) (3-year average) [210401F]","%","","Missing value","","","","","","%","","Missing value","","","","","","%","","Missing value","","","","","","","","",""
"Bermuda [060]","Value [6132]","Prevalence of severe food insecurity in the male adult population (percent) (3-year average) [210401M]","%","","Missing value","","","","","","%","","Missing value","","","","","","%","","Missing value","","","","","","","","",""
"Bermuda [060]","Value [6132]","Prevalence of severe food insecurity in the total population (percent) (3-year average) [210401]","%","","Missing value","","","","","","%","","Missing value","","","","","","%","","Missing value","","","","","","","","",""
"Bhutan [064]","Value [6132]","Gross domestic product per capita, PPP, (constant 2021 international $) [22013]","","","","","Int$/cap","13459","Figure from external organization","","","","","","Int$/cap","14061","Figure from external organization","","","","","","Int$/cap","14645","Figure from external organization","","","","",""
"Bhutan [064]","Value [6132]","Number of obese adults (18 years and older) (million) [210420]","","","","","million No","0.1","Figure from external organization","","","","","","million No","0.1","Figure from external organization","","","","","","","","","","","","",""
"Bhutan [064]","Value [6132]","Political stability and absence of violence/terrorism (index)","","","","","","0.8","Figure from external organization","","","","","","","1.01","Figure from external organization","","","","","","","","","","","","",""
"Bhutan [064]","Value [6132]","Prevalence of severe food insecurity in the female adult population (percent) (3-year average) [210401F]","%","","Missing value","","","","","","%","","Missing value","","","","","","%","","Missing value","","","","","","","","",""
"Bhutan [064]","Value [6132]","Prevalence of severe food insecurity in the male adult population (percent) (3-year average) [210401M]","%","","Missing value","","","","","","%","","Missing value","","","","","","%","","Missing value","","","","","","","","",""
"Bhutan [064]","Value [6132]","Prevalence of severe food insecurity in the total population (percent) (3-year average) [210401]","%","","Missing value","","","","","","%","","Missing value","","","","","","%","","Missing value","","","","","","","","",""
"Bolivia (Plurinational State of) [068]","Value [6132]","Gross domestic product per capita, PPP, (constant 2021 international $) [22013]","","","","","Int$/cap","9454","Figure from external organization","","","","","","Int$/cap","9682","Figure from external organization","","","","","","Int$/cap","9844","Figure from external organization","","Int$/cap","9844","Figure from external organization",""
"Bolivia (Plurinational State of) [068]","Value [6132]","Number of obese adults (18 years and older) (million) [210420]","","","","","million No","2.1","Figure from external organization","","","","","","million No","2.2","Figure from external organization","","","","","","","","","","","","",""
"Bolivia (Plurinational State of) [068]","Value [6132]","Political stability and absence of violence/terrorism (index)","","","","","","-0.28","Figure from external organization","","","","","","","-0.19","Figure from external organization","","","","","","","","","","","","",""
"Bolivia (Plurinational State of) [068]","Value [6132]","Prevalence of severe food insecurity in the female adult population (percent) (3-year average) [210401F]","%","","Missing value; suppressed","","","","","","%","","Missing value; suppressed","","","","","","%","","Missing value; suppressed","","","","","","","","",""
"Bolivia (Plurinational State of) [068]","Value [6132]","Prevalence of severe food insecurity in the male adult population (percent) (3-year average) [210401M]","%","","Missing value; suppressed","","","","","","%","","Missing value; suppressed","","","","","","%","","Missing value; suppressed","","","","","","","","",""
"Bolivia (Plurinational State of) [068]","Value [6132]","Prevalence of severe food insecurity in the total population (percent) (3-year average) [210401]","%","","Missing value; suppressed","","","","","","%","","Missing value; suppressed","","","","","","%","","Missing value; suppressed","","","","","","","","",""
"Bosnia and Herzegovina [070]","Value [6132]","Gross domestic product per capita, PPP, (constant 2021 international $) [22013]","","","","","Int$/cap","18286","Figure from external organization","","","","","","Int$/cap","19297","Figure from external organization","","","","","","Int$/cap","19804","Figure from external organization","","Int$/cap","20429","Figure from external organization",""
"Bosnia and Herzegovina [070]","Value [6132]","Number of obese adults (18 years and older) (million) [210420]","","","","","million No","0.6","Figure from external organization","","","","","","million No","0.6","Figure from external organization","","","","","","","","","","","","",""
"Bosnia and Herzegovina [070]","Value [6132]","Political stability and absence of violence/terrorism (index)","","","","","","-0.42","Figure from external organization","","","","","","","-0.48","Figure from external organization","","","","","","","","","","","","",""
"Bosnia and Herzegovina [070]","Value [6132]","Prevalence of severe food insecurity in the female adult population (percent) (3-year average) [210401F]","%","3.4","Estimated value","FAO data","","","","","%","3.3","Estimated value","FAO data","","","","","%","2.4","Estimated value","FAO data","","","","","","","",""
"Bosnia and Herzegovina [070]","Value [6132]","Prevalence of severe food insecurity in the male adult population (percent) (3-year average) [210401M]","%","2.9","Estimated value","FAO data","","","","","%","2.2","Estimated value","FAO data","","","","","%","1.3","Estimated value","FAO data","","","","","","","",""
"Bosnia and Herzegovina [070]","Value [6132]","Prevalence of severe food insecurity in the total population (percent) (3-year average) [210401]","%","3.1","Estimated value","FAO data","","","","","%","2.8","Estimated value","FAO data","","","","","%","1.9","Estimated value","FAO data","","","","","","","",""
"Botswana [072]","Value [6132]","Gross domestic product per capita, PPP, (constant 2021 international $) [22013]","","","","","Int$/cap","17961","Figure from external organization","","","","","","Int$/cap","18647","Figure from external organization","","","","","","Int$/cap","18933","Figure from external organization","","Int$/cap","18069","Figure from external organization",""
"Botswana [072]","Value [6132]","Number of obese adults (18 years and older) (million) [210420]","","","","","million No","0.3","Figure from external organization","","","","","","million No","0.3","Figure from external organization","","","","","","","","","","","","",""
"Botswana [072]","Value [6132]","Political stability and absence of violence/terrorism (index)","","","","","","1.04","Figure from external organization","","","","","","","1.07","Figure from external organization","","","","","","","","","","","","",""
